#Header,Sender ID,Target ID,MSG Counter,Time, Object X,Object Y,Object Z,Object Roll,Object Pitch,Object Yaw,Smoke,Object Model,spare,CheckSum,,,
AA55,1,2,546,1.34E+00,1.48E+02,2.97E+01,8.12E+00,-4.40E+01,-3.58E+00,1.23E+01,1,1,0,FF,,,
AA55,1,2,547,1.34E+00,1.49E+02,2.96E+01,8.10E+00,-4.31E+01,-3.60E+00,1.23E+01,1,1,0,FF,,,
AA55,1,2,548,1.34E+00,1.49E+02,2.95E+01,8.09E+00,-4.22E+01,-3.62E+00,1.22E+01,1,0,0,FF,,,
AA55,1,2,549,1.35E+00,1.50E+02,2.95E+01,8.08E+00,-4.13E+01,-3.64E+00,1.22E+01,1,0,0,FF,,,
AA55,1,2,550,1.35E+00,1.50E+02,2.94E+01,8.07E+00,-4.04E+01,-3.67E+00,1.21E+01,1,0,0,FF,,,
AA55,1,2,551,1.35E+00,1.51E+02,2.93E+01,8.05E+00,-3.96E+01,-3.70E+00,1.20E+01,1,0,0,FF,,,
AA55,1,2,552,1.35E+00,1.52E+02,2.92E+01,8.04E+00,-3.88E+01,-3.73E+00,1.20E+01,1,0,0,FF,,,
AA55,1,2,553,1.36E+00,1.52E+02,2.91E+01,8.02E+00,-3.81E+01,-3.76E+00,1.19E+01,1,1,0,FF,,,
AA55,1,2,554,1.36E+00,1.53E+02,2.90E+01,8.01E+00,-3.75E+01,-3.80E+00,1.18E+01,1,1,0,FF,,,
AA55,1,2,555,1.36E+00,1.53E+02,2.89E+01,8.00E+00,-3.69E+01,-3.84E+00,1.18E+01,1,1,0,FF,,,
AA55,1,2,556,1.36E+00,1.54E+02,2.88E+01,7.98E+00,-3.64E+01,-3.88E+00,1.17E+01,1,1,0,FF,,,
AA55,1,2,557,1.37E+00,1.54E+02,2.87E+01,7.97E+00,-3.60E+01,-3.92E+00,1.17E+01,1,1,0,FF,,,
AA55,1,2,558,1.37E+00,1.55E+02,2.87E+01,7.95E+00,-3.57E+01,-3.96E+00,1.16E+01,1,0,0,FF,,,
AA55,1,2,559,1.37E+00,1.55E+02,2.86E+01,7.93E+00,-3.54E+01,-4.00E+00,1.15E+01,1,0,0,FF,,,
AA55,1,2,560,1.37E+00,1.56E+02,2.85E+01,7.92E+00,-3.52E+01,-4.04E+00,1.15E+01,1,0,0,FF,,,
AA55,1,2,561,1.38E+00,1.56E+02,2.84E+01,7.90E+00,-3.51E+01,-4.08E+00,1.14E+01,1,0,0,FF,,,
AA55,1,2,562,1.38E+00,1.57E+02,2.83E+01,7.89E+00,-3.51E+01,-4.12E+00,1.13E+01,1,0,0,FF,,,
AA55,1,2,563,1.38E+00,1.57E+02,2.82E+01,7.87E+00,-3.51E+01,-4.16E+00,1.13E+01,1,1,0,FF,,,
AA55,1,2,564,1.38E+00,1.58E+02,2.81E+01,7.85E+00,-3.52E+01,-4.19E+00,1.12E+01,1,1,0,FF,,,
AA55,1,2,565,1.39E+00,1.59E+02,2.80E+01,7.83E+00,-3.54E+01,-4.21E+00,1.11E+01,1,1,0,FF,,,
AA55,1,2,566,1.39E+00,1.59E+02,2.79E+01,7.82E+00,-3.56E+01,-4.23E+00,1.11E+01,1,1,0,FF,,,
AA55,1,2,567,1.39E+00,1.60E+02,2.78E+01,7.80E+00,-3.59E+01,-4.24E+00,1.10E+01,1,1,0,FF,,,
AA55,1,2,568,1.39E+00,1.60E+02,2.77E+01,7.78E+00,-3.62E+01,-4.25E+00,1.09E+01,1,0,0,FF,,,
AA55,1,2,569,1.40E+00,1.61E+02,2.76E+01,7.76E+00,-3.66E+01,-4.24E+00,1.08E+01,1,0,0,FF,,,
AA55,1,2,570,1.40E+00,1.61E+02,2.75E+01,7.74E+00,-3.71E+01,-4.23E+00,1.07E+01,1,0,0,FF,,,
AA55,1,2,571,1.40E+00,1.62E+02,2.74E+01,7.72E+00,-3.75E+01,-4.20E+00,1.07E+01,1,0,0,FF,,,
AA55,1,2,572,1.40E+00,1.62E+02,2.73E+01,7.70E+00,-3.81E+01,-4.17E+00,1.06E+01,1,0,0,FF,,,
AA55,1,2,573,1.41E+00,1.63E+02,2.72E+01,7.68E+00,-3.86E+01,-4.12E+00,1.05E+01,1,0,0,FF,,,
AA55,1,2,574,1.41E+00,1.64E+02,2.72E+01,7.66E+00,-3.92E+01,-4.07E+00,1.04E+01,1,0,0,FF,,,
AA55,1,2,575,1.41E+00,1.64E+02,2.71E+01,7.64E+00,-3.98E+01,-4.00E+00,1.03E+01,1,0,0,FF,,,
AA55,1,2,576,1.41E+00,1.65E+02,2.70E+01,7.62E+00,-4.05E+01,-3.92E+00,1.02E+01,1,1,0,FF,,,
AA55,1,2,577,1.42E+00,1.65E+02,2.69E+01,7.60E+00,-4.12E+01,-3.84E+00,1.01E+01,1,1,0,FF,,,
AA55,1,2,578,1.42E+00,1.66E+02,2.68E+01,7.58E+00,-4.19E+01,-3.74E+00,9.99E+00,1,1,0,FF,,,
AA55,1,2,579,1.42E+00,1.66E+02,2.67E+01,7.56E+00,-4.26E+01,-3.64E+00,9.89E+00,1,1,0,FF,,,
AA55,1,2,580,1.42E+00,1.67E+02,2.66E+01,7.54E+00,-4.34E+01,-3.53E+00,9.79E+00,1,1,0,FF,,,
AA55,1,2,581,1.43E+00,1.67E+02,2.65E+01,7.52E+00,-4.42E+01,-3.41E+00,9.68E+00,1,0,0,FF,,,
AA55,1,2,582,1.43E+00,1.68E+02,2.64E+01,7.50E+00,-4.50E+01,-3.29E+00,9.58E+00,1,0,0,FF,,,
AA55,1,2,583,1.43E+00,1.69E+02,2.63E+01,7.47E+00,-4.58E+01,-3.16E+00,9.47E+00,1,0,0,FF,,,
AA55,1,2,584,1.43E+00,1.69E+02,2.62E+01,7.45E+00,-4.66E+01,-3.02E+00,9.37E+00,1,0,0,FF,,,
AA55,1,2,585,1.44E+00,1.70E+02,2.61E+01,7.43E+00,-4.74E+01,-2.89E+00,9.27E+00,1,0,0,FF,,,
AA55,1,2,586,1.44E+00,1.70E+02,2.60E+01,7.41E+00,-4.83E+01,-2.75E+00,9.17E+00,1,1,0,FF,,,
AA55,1,2,587,1.44E+00,1.71E+02,2.59E+01,7.39E+00,-4.91E+01,-2.61E+00,9.06E+00,1,1,0,FF,,,
AA55,1,2,588,1.44E+00,1.71E+02,2.58E+01,7.36E+00,-5.00E+01,-2.47E+00,8.96E+00,1,1,0,FF,,,
AA55,1,2,589,1.45E+00,1.72E+02,2.57E+01,7.34E+00,-5.08E+01,-2.32E+00,8.86E+00,1,1,0,FF,,,
AA55,1,2,590,1.45E+00,1.72E+02,2.56E+01,7.32E+00,-5.17E+01,-2.18E+00,8.76E+00,1,1,0,FF,,,
AA55,1,2,591,1.45E+00,1.73E+02,2.55E+01,7.29E+00,-5.26E+01,-2.04E+00,8.67E+00,1,0,0,FF,,,
AA55,1,2,592,1.45E+00,1.74E+02,2.54E+01,7.27E+00,-5.35E+01,-1.89E+00,8.57E+00,1,0,0,FF,,,
AA55,1,2,593,1.46E+00,1.74E+02,2.53E+01,7.25E+00,-5.44E+01,-1.75E+00,8.47E+00,1,0,0,FF,,,
AA55,1,2,594,1.46E+00,1.75E+02,2.52E+01,7.23E+00,-5.53E+01,-1.62E+00,8.38E+00,1,0,0,FF,,,
AA55,1,2,595,1.46E+00,1.75E+02,2.51E+01,7.20E+00,-5.61E+01,-1.48E+00,8.29E+00,1,0,0,FF,,,
AA55,1,2,596,1.46E+00,1.76E+02,2.50E+01,7.18E+00,-5.70E+01,-1.35E+00,8.20E+00,1,1,0,FF,,,
AA55,1,2,597,1.47E+00,1.76E+02,2.49E+01,7.16E+00,-5.79E+01,-1.22E+00,8.11E+00,1,1,0,FF,,,
AA55,1,2,598,1.47E+00,1.77E+02,2.48E+01,7.13E+00,-5.87E+01,-1.10E+00,8.03E+00,1,1,0,FF,,,
AA55,1,2,599,1.47E+00,1.78E+02,2.47E+01,7.11E+00,-5.96E+01,-9.82E-01,7.94E+00,1,1,0,FF,,,
AA55,1,2,600,1.47E+00,1.78E+02,2.46E+01,7.09E+00,-6.04E+01,-8.68E-01,7.86E+00,1,1,0,FF,,,
AA55,1,2,601,1.48E+00,1.79E+02,2.45E+01,7.07E+00,-6.12E+01,-7.60E-01,7.78E+00,1,0,0,FF,,,
AA55,1,2,602,1.48E+00,1.79E+02,2.44E+01,7.04E+00,-6.19E+01,-6.57E-01,7.71E+00,1,0,0,FF,,,
AA55,1,2,603,1.48E+00,1.80E+02,2.43E+01,7.02E+00,-6.26E+01,-5.60E-01,7.63E+00,1,0,0,FF,,,
AA55,1,2,604,1.48E+00,1.80E+02,2.42E+01,7.00E+00,-6.33E+01,-4.69E-01,7.56E+00,1,0,0,FF,,,
AA55,1,2,605,1.49E+00,1.81E+02,2.41E+01,6.97E+00,-6.40E+01,-3.84E-01,7.48E+00,1,0,0,FF,,,
AA55,1,2,606,1.49E+00,1.82E+02,2.40E+01,6.95E+00,-6.46E+01,-3.05E-01,7.41E+00,1,0,0,FF,,,
AA55,1,2,607,1.49E+00,1.82E+02,2.39E+01,6.93E+00,-6.52E+01,-2.32E-01,7.34E+00,1,0,0,FF,,,
AA55,1,2,608,1.49E+00,1.83E+02,2.38E+01,6.91E+00,-6.57E+01,-1.65E-01,7.27E+00,1,0,0,FF,,,
AA55,1,2,609,1.50E+00,1.83E+02,2.37E+01,6.88E+00,-6.62E+01,-1.04E-01,7.20E+00,1,1,0,FF,,,
AA55,1,2,610,1.50E+00,1.84E+02,2.36E+01,6.86E+00,-6.67E+01,-4.99E-02,7.13E+00,1,1,0,FF,,,
AA55,1,2,611,1.50E+00,1.85E+02,2.35E+01,6.84E+00,-6.71E+01,-1.26E-03,7.06E+00,1,1,0,FF,,,
AA55,1,2,612,1.50E+00,1.85E+02,2.34E+01,6.82E+00,-6.75E+01,4.16E-02,6.99E+00,1,1,0,FF,,,
AA55,1,2,613,1.50E+00,1.86E+02,2.33E+01,6.80E+00,-6.78E+01,7.87E-02,6.92E+00,1,1,0,FF,,,
AA55,1,2,614,1.51E+00,1.86E+02,2.32E+01,6.77E+00,-6.81E+01,1.10E-01,6.85E+00,1,0,0,FF,,,
AA55,1,2,615,1.51E+00,1.87E+02,2.31E+01,6.75E+00,-6.83E+01,1.37E-01,6.78E+00,1,0,0,FF,,,
AA55,1,2,616,1.51E+00,1.87E+02,2.30E+01,6.73E+00,-6.85E+01,1.58E-01,6.70E+00,1,0,0,FF,,,
AA55,1,2,617,1.51E+00,1.88E+02,2.29E+01,6.71E+00,-6.87E+01,1.74E-01,6.63E+00,1,0,0,FF,,,
AA55,1,2,618,1.52E+00,1.89E+02,2.28E+01,6.68E+00,-6.89E+01,1.87E-01,6.56E+00,1,0,0,FF,,,
AA55,1,2,619,1.52E+00,1.89E+02,2.28E+01,6.66E+00,-6.90E+01,1.94E-01,6.48E+00,1,1,0,FF,,,
AA55,1,2,620,1.52E+00,1.90E+02,2.27E+01,6.64E+00,-6.91E+01,1.98E-01,6.41E+00,1,1,0,FF,,,
AA55,1,2,621,1.52E+00,1.90E+02,2.26E+01,6.62E+00,-6.91E+01,1.98E-01,6.33E+00,1,1,0,FF,,,
AA55,1,2,622,1.53E+00,1.91E+02,2.25E+01,6.60E+00,-6.92E+01,1.95E-01,6.25E+00,1,1,0,FF,,,
AA55,1,2,623,1.53E+00,1.91E+02,2.24E+01,6.58E+00,-6.92E+01,1.88E-01,6.17E+00,1,1,0,FF,,,
AA55,1,2,624,1.53E+00,1.92E+02,2.23E+01,6.55E+00,-6.92E+01,1.78E-01,6.09E+00,1,0,0,FF,,,
AA55,1,2,625,1.53E+00,1.93E+02,2.22E+01,6.53E+00,-6.92E+01,1.66E-01,6.01E+00,1,0,0,FF,,,
AA55,1,2,626,1.54E+00,1.93E+02,2.21E+01,6.51E+00,-6.92E+01,1.51E-01,5.94E+00,1,0,0,FF,,,
AA55,1,2,627,1.54E+00,1.94E+02,2.20E+01,6.49E+00,-6.92E+01,1.34E-01,5.86E+00,1,0,0,FF,,,
AA55,1,2,628,1.54E+00,1.94E+02,2.19E+01,6.47E+00,-6.92E+01,1.15E-01,5.78E+00,1,0,0,FF,,,
AA55,1,2,629,1.54E+00,1.95E+02,2.18E+01,6.45E+00,-6.92E+01,9.47E-02,5.70E+00,1,1,0,FF,,,
AA55,1,2,630,1.55E+00,1.96E+02,2.17E+01,6.43E+00,-6.92E+01,7.27E-02,5.62E+00,1,1,0,FF,,,
AA55,1,2,631,1.55E+00,1.96E+02,2.16E+01,6.40E+00,-6.92E+01,4.96E-02,5.54E+00,1,1,0,FF,,,
AA55,1,2,632,1.55E+00,1.97E+02,2.15E+01,6.38E+00,-6.92E+01,2.57E-02,5.46E+00,1,1,0,FF,,,
AA55,1,2,633,1.55E+00,1.97E+02,2.14E+01,6.36E+00,-6.92E+01,1.05E-03,5.38E+00,1,1,0,FF,,,
AA55,1,2,634,1.56E+00,1.98E+02,2.14E+01,6.34E+00,-6.92E+01,-2.41E-02,5.31E+00,1,0,0,FF,,,
AA55,1,2,635,1.56E+00,1.98E+02,2.13E+01,6.32E+00,-6.92E+01,-4.94E-02,5.23E+00,1,0,0,FF,,,
AA55,1,2,636,1.56E+00,1.99E+02,2.12E+01,6.30E+00,-6.93E+01,-7.48E-02,5.15E+00,1,0,0,FF,,,
AA55,1,2,637,1.56E+00,2.00E+02,2.11E+01,6.28E+00,-6.93E+01,-1.00E-01,5.07E+00,1,0,0,FF,,,
AA55,1,2,638,1.57E+00,2.00E+02,2.10E+01,6.26E+00,-6.94E+01,-1.25E-01,5.00E+00,1,0,0,FF,,,
AA55,1,2,639,1.57E+00,2.01E+02,2.09E+01,6.24E+00,-6.95E+01,-1.50E-01,4.92E+00,1,0,0,FF,,,
AA55,1,2,640,1.57E+00,2.01E+02,2.08E+01,6.22E+00,-6.96E+01,-1.74E-01,4.84E+00,1,0,0,FF,,,
AA55,1,2,641,1.58E+00,2.02E+02,2.07E+01,6.20E+00,-6.98E+01,-1.98E-01,4.77E+00,1,0,0,FF,,,
AA55,1,2,642,1.58E+00,2.03E+02,2.06E+01,6.18E+00,-6.99E+01,-2.22E-01,4.69E+00,1,1,0,FF,,,
AA55,1,2,643,1.58E+00,2.03E+02,2.05E+01,6.16E+00,-7.01E+01,-2.45E-01,4.62E+00,1,1,0,FF,,,
AA55,1,2,644,1.58E+00,2.04E+02,2.05E+01,6.13E+00,-7.03E+01,-2.68E-01,4.55E+00,1,1,0,FF,,,
AA55,1,2,645,1.59E+00,2.04E+02,2.04E+01,6.11E+00,-7.05E+01,-2.90E-01,4.47E+00,1,1,0,FF,,,
AA55,1,2,646,1.59E+00,2.05E+02,2.03E+01,6.09E+00,-7.07E+01,-3.12E-01,4.40E+00,1,1,0,FF,,,
AA55,1,2,647,1.59E+00,2.05E+02,2.02E+01,6.07E+00,-7.10E+01,-3.34E-01,4.32E+00,1,0,0,FF,,,
AA55,1,2,648,1.59E+00,2.06E+02,2.01E+01,6.05E+00,-7.12E+01,-3.54E-01,4.25E+00,1,0,0,FF,,,
AA55,1,2,649,1.60E+00,2.07E+02,2.00E+01,6.03E+00,-7.15E+01,-3.74E-01,4.18E+00,1,0,0,FF,,,
AA55,1,2,650,1.60E+00,2.07E+02,1.99E+01,6.01E+00,-7.17E+01,-3.94E-01,4.11E+00,1,0,0,FF,,,
AA55,1,2,651,1.60E+00,2.08E+02,1.98E+01,5.99E+00,-7.20E+01,-4.13E-01,4.03E+00,1,0,0,FF,,,
AA55,1,2,652,1.60E+00,2.08E+02,1.98E+01,5.97E+00,-7.23E+01,-4.33E-01,3.96E+00,1,1,0,FF,,,
AA55,1,2,653,1.61E+00,2.09E+02,1.97E+01,5.95E+00,-7.26E+01,-4.52E-01,3.89E+00,1,1,0,FF,,,
AA55,1,2,654,1.61E+00,2.09E+02,1.96E+01,5.93E+00,-7.29E+01,-4.70E-01,3.82E+00,1,1,0,FF,,,
AA55,1,2,655,1.61E+00,2.10E+02,1.95E+01,5.91E+00,-7.32E+01,-4.89E-01,3.75E+00,1,1,0,FF,,,
AA55,1,2,656,1.61E+00,2.11E+02,1.94E+01,5.89E+00,-7.35E+01,-5.08E-01,3.68E+00,1,1,0,FF,,,
AA55,1,2,657,1.62E+00,2.11E+02,1.93E+01,5.87E+00,-7.38E+01,-5.27E-01,3.61E+00,1,0,0,FF,,,
AA55,1,2,658,1.62E+00,2.12E+02,1.93E+01,5.86E+00,-7.41E+01,-5.46E-01,3.54E+00,1,0,0,FF,,,
AA55,1,2,659,1.62E+00,2.12E+02,1.92E+01,5.84E+00,-7.44E+01,-5.65E-01,3.47E+00,1,0,0,FF,,,
AA55,1,2,660,1.62E+00,2.13E+02,1.91E+01,5.82E+00,-7.47E+01,-5.85E-01,3.40E+00,1,0,0,FF,,,
AA55,1,2,661,1.63E+00,2.14E+02,1.90E+01,5.80E+00,-7.50E+01,-6.05E-01,3.34E+00,1,0,0,FF,,,
AA55,1,2,662,1.63E+00,2.14E+02,1.89E+01,5.78E+00,-7.53E+01,-6.24E-01,3.27E+00,1,0,0,FF,,,
AA55,1,2,663,1.63E+00,2.15E+02,1.88E+01,5.76E+00,-7.56E+01,-6.44E-01,3.20E+00,1,0,0,FF,,,
AA55,1,2,664,1.63E+00,2.15E+02,1.88E+01,5.74E+00,-7.58E+01,-6.64E-01,3.14E+00,1,0,0,FF,,,
AA55,1,2,665,1.64E+00,2.16E+02,1.87E+01,5.72E+00,-7.61E+01,-6.85E-01,3.07E+00,1,1,0,FF,,,
AA55,1,2,666,1.64E+00,2.16E+02,1.86E+01,5.70E+00,-7.64E+01,-7.05E-01,3.01E+00,1,1,0,FF,,,
AA55,1,2,667,1.64E+00,2.17E+02,1.85E+01,5.68E+00,-7.66E+01,-7.25E-01,2.95E+00,1,1,0,FF,,,
AA55,1,2,668,1.64E+00,2.18E+02,1.84E+01,5.66E+00,-7.68E+01,-7.46E-01,2.89E+00,1,1,0,FF,,,
AA55,1,2,669,1.65E+00,2.18E+02,1.84E+01,5.64E+00,-7.71E+01,-7.67E-01,2.82E+00,1,1,0,FF,,,
AA55,1,2,670,1.65E+00,2.19E+02,1.83E+01,5.62E+00,-7.73E+01,-7.87E-01,2.76E+00,1,0,0,FF,,,
AA55,1,2,671,1.65E+00,2.19E+02,1.82E+01,5.60E+00,-7.75E+01,-8.08E-01,2.70E+00,1,0,0,FF,,,
AA55,1,2,672,1.65E+00,2.20E+02,1.81E+01,5.58E+00,-7.77E+01,-8.28E-01,2.64E+00,1,0,0,FF,,,
AA55,1,2,673,1.66E+00,2.21E+02,1.80E+01,5.57E+00,-7.80E+01,-8.49E-01,2.58E+00,1,0,0,FF,,,
AA55,1,2,674,1.66E+00,2.21E+02,1.80E+01,5.55E+00,-7.82E+01,-8.69E-01,2.52E+00,1,0,0,FF,,,
AA55,1,2,675,1.66E+00,2.22E+02,1.79E+01,5.53E+00,-7.84E+01,-8.89E-01,2.47E+00,1,1,0,FF,,,
AA55,1,2,676,1.66E+00,2.22E+02,1.78E+01,5.51E+00,-7.86E+01,-9.08E-01,2.41E+00,1,1,0,FF,,,
AA55,1,2,677,1.67E+00,2.23E+02,1.77E+01,5.49E+00,-7.87E+01,-9.28E-01,2.35E+00,1,1,0,FF,,,
AA55,1,2,678,1.67E+00,2.23E+02,1.77E+01,5.47E+00,-7.89E+01,-9.47E-01,2.30E+00,1,1,0,FF,,,
AA55,1,2,679,1.67E+00,2.24E+02,1.76E+01,5.45E+00,-7.91E+01,-9.66E-01,2.24E+00,1,1,0,FF,,,
AA55,1,2,680,1.67E+00,2.25E+02,1.75E+01,5.43E+00,-7.93E+01,-9.85E-01,2.18E+00,1,0,0,FF,,,
AA55,1,2,681,1.68E+00,2.25E+02,1.74E+01,5.41E+00,-7.94E+01,-1.00E+00,2.13E+00,1,0,0,FF,,,
AA55,1,2,682,1.68E+00,2.26E+02,1.74E+01,5.39E+00,-7.96E+01,-1.02E+00,2.08E+00,1,0,0,FF,,,
AA55,1,2,683,1.68E+00,2.26E+02,1.73E+01,5.38E+00,-7.97E+01,-1.04E+00,2.02E+00,1,0,0,FF,,,
AA55,1,2,684,1.68E+00,2.27E+02,1.72E+01,5.36E+00,-7.98E+01,-1.06E+00,1.97E+00,1,0,0,FF,,,
AA55,1,2,685,1.69E+00,2.27E+02,1.71E+01,5.34E+00,-8.00E+01,-1.07E+00,1.92E+00,1,1,0,FF,,,
AA55,1,2,686,1.69E+00,2.28E+02,1.71E+01,5.32E+00,-8.01E+01,-1.09E+00,1.87E+00,1,1,0,FF,,,
AA55,1,2,687,1.69E+00,2.29E+02,1.70E+01,5.30E+00,-8.02E+01,-1.11E+00,1.82E+00,1,1,0,FF,,,
AA55,1,2,688,1.69E+00,2.29E+02,1.69E+01,5.28E+00,-8.03E+01,-1.12E+00,1.77E+00,1,1,0,FF,,,
AA55,1,2,689,1.70E+00,2.30E+02,1.69E+01,5.26E+00,-8.04E+01,-1.14E+00,1.72E+00,1,1,0,FF,,,
AA55,1,2,690,1.70E+00,2.30E+02,1.68E+01,5.24E+00,-8.05E+01,-1.16E+00,1.67E+00,1,0,0,FF,,,
AA55,1,2,691,1.70E+00,2.31E+02,1.67E+01,5.22E+00,-8.06E+01,-1.17E+00,1.63E+00,1,0,0,FF,,,
AA55,1,2,692,1.70E+00,2.32E+02,1.66E+01,5.21E+00,-8.06E+01,-1.19E+00,1.59E+00,1,0,0,FF,,,
AA55,1,2,693,1.71E+00,2.32E+02,1.66E+01,5.19E+00,-8.07E+01,-1.20E+00,1.54E+00,1,0,0,FF,,,
AA55,1,2,694,1.71E+00,2.33E+02,1.65E+01,5.17E+00,-8.08E+01,-1.22E+00,1.50E+00,1,0,0,FF,,,
AA55,1,2,695,1.71E+00,2.33E+02,1.64E+01,5.15E+00,-8.08E+01,-1.23E+00,1.46E+00,1,0,0,FF,,,
AA55,1,2,696,1.71E+00,2.34E+02,1.64E+01,5.13E+00,-8.09E+01,-1.25E+00,1.42E+00,1,0,0,FF,,,
AA55,1,2,697,1.72E+00,2.34E+02,1.63E+01,5.11E+00,-8.09E+01,-1.26E+00,1.39E+00,1,0,0,FF,,,
AA55,1,2,698,1.72E+00,2.35E+02,1.62E+01,5.09E+00,-8.10E+01,-1.28E+00,1.35E+00,1,1,0,FF,,,
AA55,1,2,699,1.72E+00,2.36E+02,1.62E+01,5.07E+00,-8.10E+01,-1.29E+00,1.32E+00,1,1,0,FF,,,
AA55,1,2,700,1.72E+00,2.36E+02,1.61E+01,5.05E+00,-8.10E+01,-1.30E+00,1.29E+00,1,1,0,FF,,,
AA55,1,2,701,1.73E+00,2.37E+02,1.60E+01,5.04E+00,-8.10E+01,-1.32E+00,1.26E+00,1,1,0,FF,,,
AA55,1,2,702,1.73E+00,2.37E+02,1.60E+01,5.02E+00,-8.10E+01,-1.33E+00,1.23E+00,1,1,0,FF,,,
AA55,1,2,703,1.73E+00,2.38E+02,1.59E+01,5.00E+00,-8.10E+01,-1.34E+00,1.20E+00,1,0,0,FF,,,
AA55,1,2,704,1.73E+00,2.38E+02,1.58E+01,4.98E+00,-8.10E+01,-1.35E+00,1.18E+00,1,0,0,FF,,,
AA55,1,2,705,1.74E+00,2.39E+02,1.58E+01,4.96E+00,-8.10E+01,-1.37E+00,1.16E+00,1,0,0,FF,,,
AA55,1,2,706,1.74E+00,2.40E+02,1.57E+01,4.94E+00,-8.09E+01,-1.38E+00,1.14E+00,1,0,0,FF,,,
AA55,1,2,707,1.74E+00,2.40E+02,1.56E+01,4.92E+00,-8.09E+01,-1.39E+00,1.12E+00,1,0,0,FF,,,
AA55,1,2,708,1.74E+00,2.41E+02,1.56E+01,4.90E+00,-8.08E+01,-1.40E+00,1.10E+00,1,1,0,FF,,,
AA55,1,2,709,1.75E+00,2.41E+02,1.55E+01,4.88E+00,-8.08E+01,-1.41E+00,1.09E+00,1,1,0,FF,,,
AA55,1,2,710,1.75E+00,2.42E+02,1.55E+01,4.87E+00,-8.07E+01,-1.42E+00,1.07E+00,1,1,0,FF,,,
AA55,1,2,711,1.75E+00,2.42E+02,1.54E+01,4.85E+00,-8.06E+01,-1.43E+00,1.06E+00,1,1,0,FF,,,
AA55,1,2,712,1.75E+00,2.43E+02,1.53E+01,4.83E+00,-8.05E+01,-1.44E+00,1.05E+00,1,1,0,FF,,,
AA55,1,2,713,1.75E+00,2.44E+02,1.53E+01,4.81E+00,-8.04E+01,-1.45E+00,1.05E+00,1,0,0,FF,,,
AA55,1,2,714,1.76E+00,2.44E+02,1.52E+01,4.79E+00,-8.03E+01,-1.46E+00,1.04E+00,1,0,0,FF,,,
AA55,1,2,715,1.76E+00,2.45E+02,1.52E+01,4.77E+00,-8.02E+01,-1.47E+00,1.04E+00,1,0,0,FF,,,
AA55,1,2,716,1.76E+00,2.45E+02,1.51E+01,4.75E+00,-8.01E+01,-1.47E+00,1.03E+00,1,0,0,FF,,,
AA55,1,2,717,1.76E+00,2.46E+02,1.50E+01,4.73E+00,-8.00E+01,-1.48E+00,1.03E+00,1,0,0,FF,,,
AA55,1,2,718,1.77E+00,2.47E+02,1.50E+01,4.71E+00,-7.99E+01,-1.49E+00,1.04E+00,1,1,0,FF,,,
AA55,1,2,719,1.77E+00,2.47E+02,1.49E+01,4.70E+00,-7.98E+01,-1.50E+00,1.04E+00,1,1,0,FF,,,
AA55,1,2,720,1.77E+00,2.48E+02,1.49E+01,4.68E+00,-7.96E+01,-1.50E+00,1.05E+00,1,1,0,FF,,,
AA55,1,2,721,1.77E+00,2.48E+02,1.48E+01,4.66E+00,-7.95E+01,-1.51E+00,1.05E+00,1,1,0,FF,,,
AA55,1,2,722,1.78E+00,2.49E+02,1.47E+01,4.64E+00,-7.93E+01,-1.51E+00,1.06E+00,1,1,0,FF,,,
AA55,1,2,723,1.78E+00,2.49E+02,1.47E+01,4.62E+00,-7.91E+01,-1.52E+00,1.07E+00,1,0,0,FF,,,
AA55,1,2,724,1.78E+00,2.50E+02,1.46E+01,4.60E+00,-7.90E+01,-1.52E+00,1.08E+00,1,0,0,FF,,,
AA55,1,2,725,1.78E+00,2.51E+02,1.46E+01,4.58E+00,-7.88E+01,-1.52E+00,1.09E+00,1,0,0,FF,,,
AA55,1,2,726,1.79E+00,2.51E+02,1.45E+01,4.56E+00,-7.86E+01,-1.53E+00,1.10E+00,1,0,0,FF,,,
AA55,1,2,727,1.79E+00,2.52E+02,1.45E+01,4.54E+00,-7.84E+01,-1.53E+00,1.12E+00,1,0,0,FF,,,
AA55,1,2,728,1.79E+00,2.52E+02,1.44E+01,4.53E+00,-7.82E+01,-1.53E+00,1.13E+00,1,0,0,FF,,,
AA55,1,2,729,1.79E+00,2.53E+02,1.43E+01,4.51E+00,-7.80E+01,-1.53E+00,1.15E+00,1,0,0,FF,,,
AA55,1,2,730,1.80E+00,2.53E+02,1.43E+01,4.49E+00,-7.78E+01,-1.53E+00,1.17E+00,1,0,0,FF,,,
AA55,1,2,731,1.80E+00,2.54E+02,1.42E+01,4.47E+00,-7.76E+01,-1.53E+00,1.18E+00,1,1,0,FF,,,
AA55,1,2,732,1.80E+00,2.55E+02,1.42E+01,4.45E+00,-7.73E+01,-1.53E+00,1.20E+00,1,1,0,FF,,,
AA55,1,2,733,1.80E+00,2.55E+02,1.41E+01,4.43E+00,-7.71E+01,-1.53E+00,1.22E+00,1,1,0,FF,,,
AA55,1,2,734,1.81E+00,2.56E+02,1.41E+01,4.41E+00,-7.68E+01,-1.53E+00,1.24E+00,1,1,0,FF,,,
AA55,1,2,735,1.81E+00,2.56E+02,1.40E+01,4.39E+00,-7.65E+01,-1.52E+00,1.26E+00,1,1,0,FF,,,
